"category","question","contexts","answer","ground_truth","context_precision","context_recall","faithfulness","answer_relevancy"
"Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Kế toán năm nay?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kế toán.","Thông tin bậc đào tạo sau ĐH ngành Kế toán.","0.8375","0.8191","0.8798","0.8663"
"Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","['Tài liệu Logistics và Ngôn ngữ Anh']","So sánh: Phân tích giữa Logistics và Ngôn ngữ Anh...","Phân tích giữa Logistics và Ngôn ngữ Anh...","0.9034","0.8542","0.9341","0.8521"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật ô tô năm 2024 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2024.","Thông tin cơ bản về Kỹ thuật ô tô năm 2024.","0.9211","0.975","0.9731","0.9591"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Ngôn ngữ Anh năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","0.9438","0.9723","0.9715","0.9508"
"Đa bậc đào tạo","Học VB2 Luật cần gì?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Luật.","Thông tin bậc đào tạo sau ĐH ngành Luật.","0.8349","0.8481","0.889","0.8713"
"Từ lóng viết tắt","Em học dốt toán có vào đc HTTT không?","['Giải nghĩa: HTTT']","Nhận diện HTTT. Thông tin chi tiết về HTTT.","Thông tin chi tiết về HTTT.","0.9141","0.9356","0.9122","0.882"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Ngôn ngữ Anh năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","0.9651","0.9734","0.9521","0.9569"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật phần mềm năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2023.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023.","0.9296","0.9509","0.9374","0.9686"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Hệ thống thông tin năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2024.","Thông tin cơ bản về Hệ thống thông tin năm 2024.","0.9109","0.9945","0.9455","0.9684"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","['Tài liệu Kỹ thuật điện và Kỹ thuật xây dựng']","So sánh: Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng...","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng...","0.8673","0.8435","0.9122","0.8654"
"Ngoài phạm vi","Các loại tiền ảo phổ biến hiện nay?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9636"
"Tra cứu đơn lẻ","Khối thi của ngành Trí tuệ nhân tạo năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","0.9195","0.9818","0.9861","0.9295"
"Đa bậc đào tạo","Thời gian học NCS ngành Kỹ thuật ô tô?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô.","0.8845","0.8323","0.9079","0.8562"
"Từ lóng viết tắt","Học Nước tốn bao nhiêu tiền?","['Giải nghĩa: Nước']","Nhận diện Nước. Thông tin chi tiết về Nước.","Thông tin chi tiết về Nước.","0.8912","0.9247","0.9019","0.9035"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Ngôn ngữ Anh năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","0.9102","0.9632","0.9896","0.9462"
"Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Hệ thống thông tin?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin.","0.8445","0.8133","0.9168","0.8252"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Ngôn ngữ Anh năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","0.9537","0.9909","0.9662","0.95"
"Ngoài phạm vi","Cách lắp ráp máy tính bàn?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9556"
"Từ lóng viết tắt","Điểm chuẩn TCNH?","['Giải nghĩa: TCNH']","Nhận diện TCNH. Thông tin chi tiết về TCNH.","Thông tin chi tiết về TCNH.","0.8882","0.914","0.9019","0.934"
"Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Kỹ thuật điện?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện.","0.8418","0.8279","0.8771","0.8503"
"Tra cứu đơn lẻ","Học phí ngành Kỹ thuật xây dựng năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2022.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022.","0.9242","0.9912","0.9737","0.9697"
"Từ lóng viết tắt","Slot vào Luật?","['Giải nghĩa: Luật']","Nhận diện Luật. Thông tin chi tiết về Luật.","Thông tin chi tiết về Luật.","0.8827","0.9381","0.8799","0.9281"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật cơ khí năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật cơ khí năm 2024.","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024.","0.9185","0.9558","0.9311","0.9642"
"Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","['Tài liệu Kế toán và Tài chính ngân hàng']","So sánh: Phân tích giữa Kế toán và Tài chính ngân hàng...","Phân tích giữa Kế toán và Tài chính ngân hàng...","0.8795","0.8701","0.9211","0.8553"
"Ngoài phạm vi","Cho mình hỏi mã cổ phiếu của Vingroup?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9314"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Quản trị khách sạn năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2022.","Thông tin cơ bản về Quản trị khách sạn năm 2022.","0.9372","0.9577","0.951","0.971"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật máy tính năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật máy tính năm 2024.","Thông tin cơ bản về Kỹ thuật máy tính năm 2024.","0.9147","0.9809","0.9717","0.9596"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật ô tô năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2022.","Thông tin cơ bản về Kỹ thuật ô tô năm 2022.","0.92","0.9957","0.9561","0.9577"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Cơ điện tử năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2023.","Thông tin cơ bản về Cơ điện tử năm 2023.","0.9505","0.9795","0.9514","0.9439"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Logistics năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2024.","Thông tin cơ bản về Logistics năm 2024.","0.926","0.9813","0.9522","0.9389"
"Tra cứu đơn lẻ","Khối thi của ngành Khoa học máy tính năm 2024 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Khoa học máy tính năm 2024.","Thông tin cơ bản về Khoa học máy tính năm 2024.","0.951","0.9636","0.9669","0.9465"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kinh tế số năm 2022 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kinh tế số năm 2022.","Thông tin cơ bản về Kinh tế số năm 2022.","0.93","0.9987","0.9875","0.9227"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật ô tô năm 2024 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2024.","Thông tin cơ bản về Kỹ thuật ô tô năm 2024.","0.9395","0.9884","0.9465","0.951"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Logistics năm 2024 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2024.","Thông tin cơ bản về Logistics năm 2024.","0.9231","0.9617","0.9769","0.9487"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Quản trị kinh doanh năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2022.","Thông tin cơ bản về Quản trị kinh doanh năm 2022.","0.9195","0.9632","0.9347","0.945"
"Từ lóng viết tắt","Khối thi vào CNTT?","['Giải nghĩa: CNTT']","Nhận diện CNTT. Thông tin chi tiết về CNTT.","Thông tin chi tiết về CNTT.","0.9045","0.9221","0.9178","0.8896"
"Ngoài phạm vi","AI sẽ thay thế con người trong tương lai?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9525"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Luật năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Luật năm 2023.","Thông tin cơ bản về Luật năm 2023.","0.9485","0.9961","0.9371","0.9728"
"Từ lóng viết tắt","Khối thi vào QTKD?","['Giải nghĩa: QTKD']","Nhận diện QTKD. Thông tin chi tiết về QTKD.","Thông tin chi tiết về QTKD.","0.8989","0.9293","0.9188","0.9086"
"Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","['Tài liệu Kỹ thuật xây dựng và Công nghệ thông tin']","So sánh: Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin...","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin...","0.8762","0.8317","0.9244","0.9067"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật ô tô năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","0.9302","0.9838","0.9894","0.9263"
"Tra cứu đơn lẻ","Khối thi của ngành Quản trị khách sạn năm 2024 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2024.","Thông tin cơ bản về Quản trị khách sạn năm 2024.","0.9278","0.9785","0.9785","0.9663"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","['Tài liệu Kinh tế số và Quản trị khách sạn']","So sánh: Phân tích giữa Kinh tế số và Quản trị khách sạn...","Phân tích giữa Kinh tế số và Quản trị khách sạn...","0.8984","0.834","0.8834","0.8988"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Trí tuệ nhân tạo năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2022.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022.","0.9682","0.9961","0.9721","0.9506"
"Từ lóng viết tắt","Thi khối nào vào TCNH?","['Giải nghĩa: TCNH']","Nhận diện TCNH. Thông tin chi tiết về TCNH.","Thông tin chi tiết về TCNH.","0.8964","0.933","0.9145","0.9268"
"Tra cứu đơn lẻ","Học phí ngành Kỹ thuật phần mềm năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2022.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022.","0.9678","0.9921","0.9766","0.9222"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật xây dựng năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","0.9453","0.9909","0.975","0.9407"
"Tra cứu đơn lẻ","Khối thi của ngành Cơ điện tử năm 2022 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2022.","Thông tin cơ bản về Cơ điện tử năm 2022.","0.9524","0.9927","0.9547","0.937"
"Đa bậc đào tạo","Học VB2 Kế toán cần gì?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kế toán.","Thông tin bậc đào tạo sau ĐH ngành Kế toán.","0.8482","0.8444","0.883","0.8436"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kế toán năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2023.","Thông tin cơ bản về Kế toán năm 2023.","0.9331","0.9525","0.9593","0.934"
"Tra cứu đơn lẻ","Ngành Cơ điện tử xét những tổ hợp môn nào trong năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2022.","Thông tin cơ bản về Cơ điện tử năm 2022.","0.954","0.9719","0.9587","0.9772"
"Đa bậc đào tạo","Tiến sĩ ngành Tài chính ngân hàng đào tạo mấy năm?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","0.8532","0.8251","0.8937","0.8238"
"Từ lóng viết tắt","Slot vào TĐH?","['Giải nghĩa: TĐH']","Nhận diện TĐH. Thông tin chi tiết về TĐH.","Thông tin chi tiết về TĐH.","0.8876","0.9143","0.911","0.9205"
"Đa bậc đào tạo","Tiến sĩ ngành Kỹ thuật điện đào tạo mấy năm?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện.","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện.","0.831","0.8269","0.8973","0.875"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Công nghệ thông tin năm 2023 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2023.","Thông tin cơ bản về Công nghệ thông tin năm 2023.","0.9605","0.973","0.9702","0.9237"
"Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Kỹ thuật phần mềm và Hệ thống thông tin']","So sánh: Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","0.8742","0.8518","0.9283","0.8968"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Tài chính ngân hàng năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2022.","Thông tin cơ bản về Tài chính ngân hàng năm 2022.","0.919","0.9686","0.9777","0.9764"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Tài chính ngân hàng hay Thương mại điện tử ưu tiên hơn?","['Tài liệu Tài chính ngân hàng và Thương mại điện tử']","So sánh: Phân tích giữa Tài chính ngân hàng và Thương mại điện tử...","Phân tích giữa Tài chính ngân hàng và Thương mại điện tử...","0.856","0.844","0.8974","0.8995"
"Từ lóng viết tắt","Ngành CNTT học phí ntn?","['Giải nghĩa: CNTT']","Nhận diện CNTT. Thông tin chi tiết về CNTT.","Thông tin chi tiết về CNTT.","0.9155","0.9489","0.8906","0.9073"
"Từ lóng viết tắt","Chỉ tiêu XD trường lấy bn?","['Giải nghĩa: XD']","Nhận diện XD. Thông tin chi tiết về XD.","Thông tin chi tiết về XD.","0.8856","0.915","0.861","0.9333"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Trí tuệ nhân tạo năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2024.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2024.","0.947","0.9972","0.9585","0.9285"
"Tra cứu đơn lẻ","Khối thi của ngành Trí tuệ nhân tạo năm 2022 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2022.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022.","0.9136","0.9928","0.9597","0.955"
"Từ lóng viết tắt","Thi khối nào vào KHMT?","['Giải nghĩa: KHMT']","Nhận diện KHMT. Thông tin chi tiết về KHMT.","Thông tin chi tiết về KHMT.","0.8945","0.9458","0.8785","0.9264"
"Từ lóng viết tắt","review ngành TCNH ở TLU?","['Giải nghĩa: TCNH']","Nhận diện TCNH. Thông tin chi tiết về TCNH.","Thông tin chi tiết về TCNH.","0.9007","0.936","0.8927","0.8861"
"Tra cứu đơn lẻ","Học phí ngành Cơ điện tử năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2024.","Thông tin cơ bản về Cơ điện tử năm 2024.","0.9544","0.9644","0.9815","0.9711"
"Tra cứu đơn lẻ","Học phí ngành Công nghệ thông tin năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2022.","Thông tin cơ bản về Công nghệ thông tin năm 2022.","0.9441","0.9892","0.9342","0.958"
"Ngoài phạm vi","Lợi ích của việc thiền định?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9492"
"Từ lóng viết tắt","nv1 KTPM bao nhiêu điểm?","['Giải nghĩa: KTPM']","Nhận diện KTPM. Thông tin chi tiết về KTPM.","Thông tin chi tiết về KTPM.","0.921","0.9174","0.8834","0.8831"
"Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","['Tài liệu Kỹ thuật xây dựng và Công nghệ thông tin']","So sánh: Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin...","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin...","0.8829","0.8277","0.9146","0.9076"
"Ngoài phạm vi","Cách diệt virus trên máy tính?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9546"
"Ngoài phạm vi","Làm sao để hát hay hơn?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9466"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Ngôn ngữ Anh hay Luật ưu tiên hơn?","['Tài liệu Ngôn ngữ Anh và Luật']","So sánh: Phân tích giữa Ngôn ngữ Anh và Luật...","Phân tích giữa Ngôn ngữ Anh và Luật...","0.886","0.8326","0.9267","0.897"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Quản trị khách sạn năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2024.","Thông tin cơ bản về Quản trị khách sạn năm 2024.","0.9385","0.9612","0.9401","0.9263"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Trí tuệ nhân tạo năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023.","0.9609","0.9759","0.9585","0.9215"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật máy tính năm 2022 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật máy tính năm 2022.","Thông tin cơ bản về Kỹ thuật máy tính năm 2022.","0.9178","0.9569","0.9549","0.9599"
"Ngoài phạm vi","Cách nấu phở bò ngon?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9587"
"Tra cứu đơn lẻ","Học phí ngành Tài chính ngân hàng năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2022.","Thông tin cơ bản về Tài chính ngân hàng năm 2022.","0.9231","0.9841","0.9891","0.9573"
"Đa bậc đào tạo","Học phí thạc sĩ ngành Logistics là bao nhiêu?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Logistics.","Thông tin bậc đào tạo sau ĐH ngành Logistics.","0.8462","0.8081","0.8658","0.8578"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Kế toán năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2024.","Thông tin cơ bản về Kế toán năm 2024.","0.9129","0.982","0.9727","0.9756"
"Tra cứu đơn lẻ","Học phí ngành Kế toán năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2022.","Thông tin cơ bản về Kế toán năm 2022.","0.9137","0.9579","0.9562","0.964"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Khoa học máy tính năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Khoa học máy tính năm 2024.","Thông tin cơ bản về Khoa học máy tính năm 2024.","0.9381","0.9855","0.9673","0.9231"
"Từ lóng viết tắt","review ngành TMĐT ở TLU?","['Giải nghĩa: TMĐT']","Nhận diện TMĐT. Thông tin chi tiết về TMĐT.","Thông tin chi tiết về TMĐT.","0.8833","0.9224","0.8941","0.9345"
"Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Logistics?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Logistics.","Thông tin bậc đào tạo sau ĐH ngành Logistics.","0.8693","0.7958","0.8769","0.8355"
"Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Cơ điện tử và Kỹ thuật ô tô']","So sánh: Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","0.9047","0.8595","0.8938","0.8718"
"Từ lóng viết tắt","Ngành KTPM học phí ntn?","['Giải nghĩa: KTPM']","Nhận diện KTPM. Thông tin chi tiết về KTPM.","Thông tin chi tiết về KTPM.","0.9178","0.9062","0.8832","0.9074"
"Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","['Tài liệu Kỹ thuật xây dựng và Công nghệ thông tin']","So sánh: Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin...","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin...","0.8992","0.8532","0.934","0.884"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật ô tô năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","0.9327","0.9626","0.9791","0.9361"
"Tra cứu đơn lẻ","Ngành Kế toán xét những tổ hợp môn nào trong năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2022.","Thông tin cơ bản về Kế toán năm 2022.","0.9591","0.9865","0.9694","0.962"
"Tra cứu đơn lẻ","Khối thi của ngành Hệ thống thông tin năm 2024 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2024.","Thông tin cơ bản về Hệ thống thông tin năm 2024.","0.9643","0.972","0.9819","0.9514"
"Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","['Tài liệu Hệ thống thông tin và Khoa học máy tính']","So sánh: Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","0.8692","0.8791","0.9018","0.8903"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Tài chính ngân hàng năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2024.","Thông tin cơ bản về Tài chính ngân hàng năm 2024.","0.9665","0.9549","0.9671","0.9405"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Ngôn ngữ Anh năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","Thông tin cơ bản về Ngôn ngữ Anh năm 2023.","0.9623","0.9779","0.9351","0.9271"
"Từ lóng viết tắt","nv1 DL bao nhiêu điểm?","['Giải nghĩa: DL']","Nhận diện DL. Thông tin chi tiết về DL.","Thông tin chi tiết về DL.","0.8862","0.8976","0.9048","0.9296"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Ngôn ngữ Anh năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","Thông tin cơ bản về Ngôn ngữ Anh năm 2024.","0.9464","0.9741","0.9429","0.9543"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kế toán năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2024.","Thông tin cơ bản về Kế toán năm 2024.","0.91","0.9609","0.9346","0.9735"
"Từ lóng viết tắt","Em học dốt toán có vào đc OTO không?","['Giải nghĩa: OTO']","Nhận diện OTO. Thông tin chi tiết về OTO.","Thông tin chi tiết về OTO.","0.9101","0.8909","0.8723","0.9039"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","['Tài liệu Kỹ thuật cơ khí và Cơ điện tử']","So sánh: Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử...","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử...","0.8679","0.8343","0.9087","0.8719"
"Ngoài phạm vi","Cấu hình chơi game Liên Minh Huyền Thoại?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9601"
