"id","category","question","ground_truth"
"903","Ngoài phạm vi","Review sách Đắc Nhân Tâm?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"904","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Tài chính ngân hàng hay Thương mại điện tử ưu tiên hơn?","Phân tích giữa Tài chính ngân hàng và Thương mại điện tử..."
"905","Ngoài phạm vi","Tóm tắt truyện Kiều?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"906","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật cơ khí năm 2022 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2022."
"907","Tra cứu đơn lẻ","Chỉ tiêu ngành Khoa học máy tính năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"908","Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin..."
"909","Ngoài phạm vi","Những nhà thơ lớn của Việt Nam?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"910","Logic phức hợp","Cơ hội việc làm của Trí tuệ nhân tạo và Kỹ thuật máy tính cái nào tốt hơn?","Phân tích giữa Trí tuệ nhân tạo và Kỹ thuật máy tính..."
"911","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Logistics năm 2023?","Thông tin cơ bản về Logistics năm 2023."
"912","Tra cứu đơn lẻ","Khối thi của ngành Thương mại điện tử năm 2023 là gì?","Thông tin cơ bản về Thương mại điện tử năm 2023."
"913","Từ lóng viết tắt","Em học dốt toán có vào đc Log không?","Thông tin chi tiết về Log."
"914","Tra cứu đơn lẻ","Chỉ tiêu ngành Logistics năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Logistics năm 2023."
"915","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử..."
"916","Ngoài phạm vi","Làm sao để nhớ lâu hơn?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"917","Tra cứu đơn lẻ","Ngành Khoa học máy tính xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Khoa học máy tính năm 2023."
"918","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Cơ điện tử?","Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử."
"919","Ngoài phạm vi","Cho xin địa chỉ quán phở ngon ở Đống Đa?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"920","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Ngôn ngữ Anh năm 2023?","Thông tin cơ bản về Ngôn ngữ Anh năm 2023."
"921","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Công nghệ thông tin năm 2023?","Thông tin cơ bản về Công nghệ thông tin năm 2023."
"922","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kế toán năm 2024 không?","Thông tin cơ bản về Kế toán năm 2024."
"923","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Tài chính ngân hàng hay Thương mại điện tử ưu tiên hơn?","Phân tích giữa Tài chính ngân hàng và Thương mại điện tử..."
"924","Tra cứu đơn lẻ","Điểm chuẩn ngành Thương mại điện tử năm 2023 là bao nhiêu?","Thông tin cơ bản về Thương mại điện tử năm 2023."
"925","Tra cứu đơn lẻ","Học phí ngành Logistics năm 2023 là bao nhiêu?","Thông tin cơ bản về Logistics năm 2023."
"926","Tra cứu đơn lẻ","Ngành Công nghệ thông tin xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Công nghệ thông tin năm 2023."
"927","Từ lóng viết tắt","Chỉ tiêu DL trường lấy bn?","Thông tin chi tiết về DL."
"928","Đa bậc đào tạo","Tiến sĩ ngành Kỹ thuật ô tô đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô."
"929","Ngoài phạm vi","Cách chụp ảnh đẹp bằng điện thoại?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"930","Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Kế toán năm nay?","Thông tin bậc đào tạo sau ĐH ngành Kế toán."
"931","Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","Phân tích giữa Logistics và Ngôn ngữ Anh..."
"932","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật ô tô năm 2024 là gì?","Thông tin cơ bản về Kỹ thuật ô tô năm 2024."
"933","Tra cứu đơn lẻ","Chỉ tiêu ngành Ngôn ngữ Anh năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Ngôn ngữ Anh năm 2023."
"934","Đa bậc đào tạo","Học VB2 Luật cần gì?","Thông tin bậc đào tạo sau ĐH ngành Luật."
"935","Từ lóng viết tắt","Em học dốt toán có vào đc HTTT không?","Thông tin chi tiết về HTTT."
"936","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Ngôn ngữ Anh năm 2024?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"937","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật phần mềm năm 2023?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023."
"938","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Hệ thống thông tin năm 2024 không?","Thông tin cơ bản về Hệ thống thông tin năm 2024."
"939","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng..."
"940","Ngoài phạm vi","Các loại tiền ảo phổ biến hiện nay?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"941","Tra cứu đơn lẻ","Khối thi của ngành Trí tuệ nhân tạo năm 2023 là gì?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"942","Đa bậc đào tạo","Thời gian học NCS ngành Kỹ thuật ô tô?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô."
"943","Từ lóng viết tắt","Học Nước tốn bao nhiêu tiền?","Thông tin chi tiết về Nước."
"944","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Ngôn ngữ Anh năm 2023?","Thông tin cơ bản về Ngôn ngữ Anh năm 2023."
"945","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Hệ thống thông tin?","Thông tin bậc đào tạo sau ĐH ngành Hệ thống thông tin."
"946","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Ngôn ngữ Anh năm 2022?","Thông tin cơ bản về Ngôn ngữ Anh năm 2022."
"947","Ngoài phạm vi","Cách lắp ráp máy tính bàn?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"948","Từ lóng viết tắt","Điểm chuẩn TCNH?","Thông tin chi tiết về TCNH."
"949","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Kỹ thuật điện?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện."
"950","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật xây dựng năm 2022 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022."
"951","Từ lóng viết tắt","Slot vào Luật?","Thông tin chi tiết về Luật."
"952","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật cơ khí năm 2024?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024."
"953","Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","Phân tích giữa Kế toán và Tài chính ngân hàng..."
"954","Ngoài phạm vi","Cho mình hỏi mã cổ phiếu của Vingroup?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"955","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Quản trị khách sạn năm 2022?","Thông tin cơ bản về Quản trị khách sạn năm 2022."
"956","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật máy tính năm 2024?","Thông tin cơ bản về Kỹ thuật máy tính năm 2024."
"957","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật ô tô năm 2022?","Thông tin cơ bản về Kỹ thuật ô tô năm 2022."
"958","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Cơ điện tử năm 2023?","Thông tin cơ bản về Cơ điện tử năm 2023."
"959","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Logistics năm 2024 không?","Thông tin cơ bản về Logistics năm 2024."
"960","Tra cứu đơn lẻ","Khối thi của ngành Khoa học máy tính năm 2024 là gì?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"961","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kinh tế số năm 2022 không?","Thông tin cơ bản về Kinh tế số năm 2022."
"962","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật ô tô năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật ô tô năm 2024."
"963","Tra cứu đơn lẻ","Chỉ tiêu ngành Logistics năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Logistics năm 2024."
"964","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Quản trị kinh doanh năm 2022?","Thông tin cơ bản về Quản trị kinh doanh năm 2022."
"965","Từ lóng viết tắt","Khối thi vào CNTT?","Thông tin chi tiết về CNTT."
"966","Ngoài phạm vi","AI sẽ thay thế con người trong tương lai?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"967","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Luật năm 2023?","Thông tin cơ bản về Luật năm 2023."
"968","Từ lóng viết tắt","Khối thi vào QTKD?","Thông tin chi tiết về QTKD."
"969","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"970","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật ô tô năm 2023?","Thông tin cơ bản về Kỹ thuật ô tô năm 2023."
"971","Tra cứu đơn lẻ","Khối thi của ngành Quản trị khách sạn năm 2024 là gì?","Thông tin cơ bản về Quản trị khách sạn năm 2024."
"972","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","Phân tích giữa Kinh tế số và Quản trị khách sạn..."
"973","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Trí tuệ nhân tạo năm 2022?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022."
"974","Từ lóng viết tắt","Thi khối nào vào TCNH?","Thông tin chi tiết về TCNH."
"975","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật phần mềm năm 2022 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022."
"976","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật xây dựng năm 2023?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"977","Tra cứu đơn lẻ","Khối thi của ngành Cơ điện tử năm 2022 là gì?","Thông tin cơ bản về Cơ điện tử năm 2022."
"978","Đa bậc đào tạo","Học VB2 Kế toán cần gì?","Thông tin bậc đào tạo sau ĐH ngành Kế toán."
"979","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kế toán năm 2023?","Thông tin cơ bản về Kế toán năm 2023."
"980","Tra cứu đơn lẻ","Ngành Cơ điện tử xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Cơ điện tử năm 2022."
"981","Đa bậc đào tạo","Tiến sĩ ngành Tài chính ngân hàng đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng."
"982","Từ lóng viết tắt","Slot vào TĐH?","Thông tin chi tiết về TĐH."
"983","Đa bậc đào tạo","Tiến sĩ ngành Kỹ thuật điện đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện."
"984","Tra cứu đơn lẻ","Điểm chuẩn ngành Công nghệ thông tin năm 2023 là bao nhiêu?","Thông tin cơ bản về Công nghệ thông tin năm 2023."
"985","Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin..."
"986","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Tài chính ngân hàng năm 2022?","Thông tin cơ bản về Tài chính ngân hàng năm 2022."
"987","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Tài chính ngân hàng hay Thương mại điện tử ưu tiên hơn?","Phân tích giữa Tài chính ngân hàng và Thương mại điện tử..."
"988","Từ lóng viết tắt","Ngành CNTT học phí ntn?","Thông tin chi tiết về CNTT."
"989","Từ lóng viết tắt","Chỉ tiêu XD trường lấy bn?","Thông tin chi tiết về XD."
"990","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Trí tuệ nhân tạo năm 2024?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2024."
"991","Tra cứu đơn lẻ","Khối thi của ngành Trí tuệ nhân tạo năm 2022 là gì?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022."
"992","Từ lóng viết tắt","Thi khối nào vào KHMT?","Thông tin chi tiết về KHMT."
"993","Từ lóng viết tắt","review ngành TCNH ở TLU?","Thông tin chi tiết về TCNH."
"994","Tra cứu đơn lẻ","Học phí ngành Cơ điện tử năm 2024 là bao nhiêu?","Thông tin cơ bản về Cơ điện tử năm 2024."
"995","Tra cứu đơn lẻ","Học phí ngành Công nghệ thông tin năm 2022 là bao nhiêu?","Thông tin cơ bản về Công nghệ thông tin năm 2022."
"996","Ngoài phạm vi","Lợi ích của việc thiền định?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"997","Từ lóng viết tắt","nv1 KTPM bao nhiêu điểm?","Thông tin chi tiết về KTPM."
"998","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"999","Ngoài phạm vi","Cách diệt virus trên máy tính?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1000","Ngoài phạm vi","Làm sao để hát hay hơn?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1001","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Ngôn ngữ Anh hay Luật ưu tiên hơn?","Phân tích giữa Ngôn ngữ Anh và Luật..."
"1002","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Quản trị khách sạn năm 2024?","Thông tin cơ bản về Quản trị khách sạn năm 2024."
"1003","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Trí tuệ nhân tạo năm 2023?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"1004","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật máy tính năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật máy tính năm 2022."
"1005","Ngoài phạm vi","Cách nấu phở bò ngon?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1006","Tra cứu đơn lẻ","Học phí ngành Tài chính ngân hàng năm 2022 là bao nhiêu?","Thông tin cơ bản về Tài chính ngân hàng năm 2022."
"1007","Đa bậc đào tạo","Học phí thạc sĩ ngành Logistics là bao nhiêu?","Thông tin bậc đào tạo sau ĐH ngành Logistics."
"1008","Tra cứu đơn lẻ","Điểm chuẩn ngành Kế toán năm 2024 là bao nhiêu?","Thông tin cơ bản về Kế toán năm 2024."
"1009","Tra cứu đơn lẻ","Học phí ngành Kế toán năm 2022 là bao nhiêu?","Thông tin cơ bản về Kế toán năm 2022."
"1010","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Khoa học máy tính năm 2024?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"1011","Từ lóng viết tắt","review ngành TMĐT ở TLU?","Thông tin chi tiết về TMĐT."
"1012","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Logistics?","Thông tin bậc đào tạo sau ĐH ngành Logistics."
"1013","Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô..."
"1014","Từ lóng viết tắt","Ngành KTPM học phí ntn?","Thông tin chi tiết về KTPM."
"1015","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"1016","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật ô tô năm 2023?","Thông tin cơ bản về Kỹ thuật ô tô năm 2023."
"1017","Tra cứu đơn lẻ","Ngành Kế toán xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Kế toán năm 2022."
"1018","Tra cứu đơn lẻ","Khối thi của ngành Hệ thống thông tin năm 2024 là gì?","Thông tin cơ bản về Hệ thống thông tin năm 2024."
"1019","Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","Phân tích giữa Hệ thống thông tin và Khoa học máy tính..."
"1020","Tra cứu đơn lẻ","Điểm chuẩn ngành Tài chính ngân hàng năm 2024 là bao nhiêu?","Thông tin cơ bản về Tài chính ngân hàng năm 2024."
"1021","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Ngôn ngữ Anh năm 2023?","Thông tin cơ bản về Ngôn ngữ Anh năm 2023."
"1022","Từ lóng viết tắt","nv1 DL bao nhiêu điểm?","Thông tin chi tiết về DL."
"1023","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Ngôn ngữ Anh năm 2024?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"1024","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kế toán năm 2024?","Thông tin cơ bản về Kế toán năm 2024."
"1025","Từ lóng viết tắt","Em học dốt toán có vào đc OTO không?","Thông tin chi tiết về OTO."
"1026","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử..."
"1027","Ngoài phạm vi","Cấu hình chơi game Liên Minh Huyền Thoại?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1028","Tra cứu đơn lẻ","Khối thi của ngành Logistics năm 2023 là gì?","Thông tin cơ bản về Logistics năm 2023."
"1029","Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","Phân tích giữa Hệ thống thông tin và Khoa học máy tính..."
"1030","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị kinh doanh năm 2023?","Thông tin cơ bản về Quản trị kinh doanh năm 2023."
"1031","Logic phức hợp","Ngành Quản trị kinh doanh và Kế toán ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Quản trị kinh doanh và Kế toán..."
"1032","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật phần mềm năm 2024 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2024."
"1033","Từ lóng viết tắt","Slot vào OTO?","Thông tin chi tiết về OTO."
"1034","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật phần mềm năm 2023 là gì?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023."
"1035","Tra cứu đơn lẻ","Ngành Kỹ thuật ô tô xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Kỹ thuật ô tô năm 2024."
"1036","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật cơ khí năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023."
"1037","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật điện năm 2022 là gì?","Thông tin cơ bản về Kỹ thuật điện năm 2022."
"1038","Ngoài phạm vi","Các phương pháp học tập hiệu quả?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1039","Tra cứu đơn lẻ","Khối thi của ngành Hệ thống thông tin năm 2022 là gì?","Thông tin cơ bản về Hệ thống thông tin năm 2022."
"1040","Từ lóng viết tắt","Ngành DL học phí ntn?","Thông tin chi tiết về DL."
"1041","Từ lóng viết tắt","nv1 QTKD bao nhiêu điểm?","Thông tin chi tiết về QTKD."
"1042","Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Kế toán?","Thông tin bậc đào tạo sau ĐH ngành Kế toán."
"1043","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Logistics năm 2024?","Thông tin cơ bản về Logistics năm 2024."
"1044","Tra cứu đơn lẻ","Chỉ tiêu ngành Quản trị kinh doanh năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Quản trị kinh doanh năm 2022."
"1045","Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","Phân tích giữa Kế toán và Tài chính ngân hàng..."
"1046","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Cơ điện tử năm 2023 không?","Thông tin cơ bản về Cơ điện tử năm 2023."
"1047","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử..."
"1048","Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","Phân tích giữa Hệ thống thông tin và Khoa học máy tính..."
"1049","Tra cứu đơn lẻ","Ngành Kế toán xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Kế toán năm 2024."
"1050","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","Phân tích giữa Kinh tế số và Quản trị khách sạn..."
"1051","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật điện năm 2024?","Thông tin cơ bản về Kỹ thuật điện năm 2024."
"1052","Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","Phân tích giữa Logistics và Ngôn ngữ Anh..."
"1053","Từ lóng viết tắt","Slot vào KTS?","Thông tin chi tiết về KTS."
"1054","Đa bậc đào tạo","Học VB2 Ngôn ngữ Anh cần gì?","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh."
"1055","Từ lóng viết tắt","Khối thi vào KHMT?","Thông tin chi tiết về KHMT."
"1056","Từ lóng viết tắt","Điểm chuẩn Nước?","Thông tin chi tiết về Nước."
"1057","Đa bậc đào tạo","Thời gian học NCS ngành Công nghệ thông tin?","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin."
"1058","Tra cứu đơn lẻ","Chỉ tiêu ngành Luật năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Luật năm 2023."
"1059","Đa bậc đào tạo","Học phí thạc sĩ ngành Kỹ thuật xây dựng là bao nhiêu?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng."
"1060","Tra cứu đơn lẻ","Ngành Kỹ thuật xây dựng xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"1061","Từ lóng viết tắt","nv1 KTS bao nhiêu điểm?","Thông tin chi tiết về KTS."
"1062","Từ lóng viết tắt","Điểm chuẩn TMĐT?","Thông tin chi tiết về TMĐT."
"1063","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Quản trị khách sạn năm 2023?","Thông tin cơ bản về Quản trị khách sạn năm 2023."
"1064","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Tài chính ngân hàng năm 2024?","Thông tin cơ bản về Tài chính ngân hàng năm 2024."
"1065","Đa bậc đào tạo","Tiến sĩ ngành Logistics đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Logistics."
"1066","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật phần mềm năm 2022?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022."
"1067","Từ lóng viết tắt","Ngành TMĐT học phí ntn?","Thông tin chi tiết về TMĐT."
"1068","Từ lóng viết tắt","Ngành TĐH học phí ntn?","Thông tin chi tiết về TĐH."
"1069","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Logistics năm 2022?","Thông tin cơ bản về Logistics năm 2022."
"1070","Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","Phân tích giữa Logistics và Ngôn ngữ Anh..."
"1071","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Quản trị kinh doanh năm 2024?","Thông tin cơ bản về Quản trị kinh doanh năm 2024."
"1072","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Hệ thống thông tin năm 2022?","Thông tin cơ bản về Hệ thống thông tin năm 2022."
"1073","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Trí tuệ nhân tạo năm 2022?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022."
"1074","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Trí tuệ nhân tạo năm 2023?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"1075","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật máy tính năm 2024 không?","Thông tin cơ bản về Kỹ thuật máy tính năm 2024."
"1076","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Trí tuệ nhân tạo năm 2023 không?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"1077","Ngoài phạm vi","Làm sao để quản lý tài chính cá nhân?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1078","Từ lóng viết tắt","Em học dốt toán có vào đc DL không?","Thông tin chi tiết về DL."
"1079","Ngoài phạm vi","Giá vàng hôm nay bao nhiêu?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"1080","Tra cứu đơn lẻ","Điểm chuẩn ngành Trí tuệ nhân tạo năm 2023 là bao nhiêu?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2023."
"1081","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Hệ thống thông tin năm 2023?","Thông tin cơ bản về Hệ thống thông tin năm 2023."
"1082","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm..."
"1083","Tra cứu đơn lẻ","Ngành Kế toán xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Kế toán năm 2023."
"1084","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật xây dựng năm 2024?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
